Cell,Original Cluster,Cluster Nr
Cell3443_2,Path5,10
Cell3444_2,Path2,7
Cell3445_2,Path4,9
Cell3446_2,Path2,7
Cell3447_2,Path3,8
Cell3448_2,Path3,8
Cell3449_2,Path1,6
Cell3450_2,Path5,10
Cell3451_2,Path4,9
Cell3452_2,Path1,6
Cell3453_2,Path1,6
Cell3454_2,Path2,7
Cell3455_2,Path5,10
Cell3456_2,Path2,7
Cell3457_2,Path1,6
Cell3458_2,Path5,10
Cell3459_2,Path2,7
Cell3460_2,Path1,6
Cell3461_2,Path3,8
Cell3462_2,Path2,7
Cell3463_2,Path2,7
Cell3464_2,Path5,10
Cell3465_2,Path4,9
Cell3466_2,Path2,7
Cell3467_2,Path5,10
Cell3468_2,Path2,7
Cell3469_2,Path5,10
Cell3470_2,Path1,6
Cell3471_2,Path5,10
Cell3472_2,Path3,8
Cell3473_2,Path3,8
Cell3474_2,Path2,7
Cell3475_2,Path4,9
Cell3476_2,Path4,9
Cell3477_2,Path2,7
Cell3478_2,Path1,6
Cell3479_2,Path2,7
Cell3480_2,Path3,8
Cell3481_2,Path1,6
Cell3482_2,Path1,6
Cell3483_2,Path2,7
Cell3484_2,Path4,9
Cell3485_2,Path4,9
Cell3486_2,Path1,6
Cell3487_2,Path4,9
Cell3488_2,Path3,8
Cell3489_2,Path2,7
Cell3490_2,Path4,9
Cell3491_2,Path1,6
Cell3492_2,Path3,8
Cell3493_2,Path3,8
Cell3494_2,Path3,8
Cell3495_2,Path4,9
Cell3496_2,Path4,9
Cell3497_2,Path4,9
Cell3498_2,Path4,9
Cell3499_2,Path3,8
Cell3500_2,Path3,8
Cell3501_2,Path5,10
Cell3502_2,Path2,7
Cell3503_2,Path2,7
Cell3504_2,Path2,7
Cell3505_2,Path1,6
Cell3506_2,Path5,10
Cell3507_2,Path3,8
Cell3508_2,Path3,8
Cell3509_2,Path2,7
Cell3510_2,Path1,6
Cell3511_2,Path4,9
Cell3512_2,Path2,7
Cell3513_2,Path4,9
Cell3514_2,Path4,9
Cell3515_2,Path5,10
Cell3516_2,Path3,8
Cell3517_2,Path5,10
Cell3518_2,Path2,7
Cell3519_2,Path3,8
Cell3520_2,Path4,9
Cell3521_2,Path3,8
Cell3522_2,Path5,10
Cell3523_2,Path4,9
Cell3524_2,Path1,6
Cell3525_2,Path3,8
Cell3526_2,Path2,7
Cell3527_2,Path5,10
Cell3528_2,Path3,8
Cell3529_2,Path2,7
Cell3530_2,Path5,10
Cell3531_2,Path5,10
Cell3532_2,Path4,9
Cell3533_2,Path4,9
Cell3534_2,Path2,7
Cell3535_2,Path1,6
Cell3536_2,Path4,9
Cell3537_2,Path1,6
Cell3538_2,Path3,8
Cell3539_2,Path1,6
Cell3540_2,Path3,8
Cell3541_2,Path5,10
Cell3542_2,Path3,8
Cell3543_2,Path5,10
Cell3544_2,Path5,10
Cell3545_2,Path4,9
Cell3546_2,Path1,6
Cell3547_2,Path4,9
Cell3548_2,Path2,7
Cell3549_2,Path5,10
Cell3550_2,Path1,6
Cell3551_2,Path1,6
Cell3552_2,Path2,7
Cell3553_2,Path5,10
Cell3554_2,Path1,6
Cell3555_2,Path3,8
Cell3556_2,Path1,6
Cell3557_2,Path1,6
Cell3558_2,Path3,8
Cell3559_2,Path1,6
Cell3560_2,Path4,9
Cell3561_2,Path5,10
Cell3562_2,Path5,10
Cell3563_2,Path5,10
Cell3564_2,Path3,8
Cell3565_2,Path2,7
Cell3566_2,Path5,10
Cell3567_2,Path1,6
Cell3568_2,Path3,8
Cell3569_2,Path3,8
Cell3570_2,Path4,9
Cell3571_2,Path2,7
Cell3572_2,Path1,6
Cell3573_2,Path1,6
Cell3574_2,Path5,10
Cell3575_2,Path5,10
Cell3576_2,Path2,7
Cell3577_2,Path5,10
Cell3578_2,Path3,8
Cell3579_2,Path4,9
Cell3580_2,Path3,8
Cell3581_2,Path2,7
Cell3582_2,Path5,10
Cell3583_2,Path2,7
Cell3584_2,Path3,8
Cell3585_2,Path5,10
Cell3586_2,Path3,8
Cell3587_2,Path2,7
Cell3588_2,Path5,10
Cell3589_2,Path5,10
Cell3590_2,Path4,9
Cell3591_2,Path3,8
Cell3592_2,Path5,10
Cell3593_2,Path5,10
Cell3594_2,Path3,8
Cell3595_2,Path5,10
Cell3596_2,Path3,8
Cell3597_2,Path2,7
Cell3598_2,Path5,10
Cell3599_2,Path3,8
Cell3600_2,Path1,6
Cell3601_2,Path5,10
Cell3602_2,Path4,9
Cell3603_2,Path5,10
Cell3604_2,Path3,8
Cell3605_2,Path4,9
Cell3606_2,Path2,7
Cell3607_2,Path2,7
Cell3608_2,Path5,10
Cell3609_2,Path1,6
Cell3610_2,Path2,7
Cell3611_2,Path1,6
Cell3612_2,Path3,8
Cell3613_2,Path3,8
Cell3614_2,Path5,10
Cell3615_2,Path5,10
Cell3616_2,Path1,6
Cell3617_2,Path4,9
Cell3618_2,Path2,7
Cell3619_2,Path5,10
Cell3620_2,Path1,6
Cell3621_2,Path5,10
Cell3622_2,Path1,6
Cell3623_2,Path1,6
Cell3624_2,Path4,9
Cell3625_2,Path2,7
Cell3626_2,Path1,6
Cell3627_2,Path5,10
Cell3628_2,Path5,10
Cell3629_2,Path1,6
Cell3630_2,Path3,8
Cell3631_2,Path5,10
Cell3632_2,Path4,9
Cell3633_2,Path3,8
Cell3634_2,Path4,9
Cell3635_2,Path4,9
Cell3636_2,Path4,9
Cell3637_2,Path2,7
Cell3638_2,Path4,9
Cell3639_2,Path3,8
Cell3640_2,Path4,9
Cell3641_2,Path4,9
Cell3642_2,Path5,10
Cell3643_2,Path4,9
Cell3644_2,Path5,10
Cell3645_2,Path4,9
Cell3646_2,Path5,10
Cell3647_2,Path2,7
Cell3648_2,Path5,10
Cell3649_2,Path2,7
Cell3650_2,Path1,6
Cell3651_2,Path4,9
Cell3652_2,Path5,10
Cell3653_2,Path3,8
Cell3654_2,Path1,6
Cell3655_2,Path5,10
Cell3656_2,Path3,8
Cell3657_2,Path5,10
Cell3658_2,Path2,7
Cell3659_2,Path2,7
Cell3660_2,Path4,9
Cell3661_2,Path1,6
Cell3662_2,Path3,8
Cell3663_2,Path2,7
Cell3664_2,Path3,8
Cell3665_2,Path3,8
Cell3666_2,Path1,6
Cell3667_2,Path2,7
Cell3668_2,Path1,6
Cell3669_2,Path5,10
Cell3670_2,Path2,7
Cell3671_2,Path5,10
Cell3672_2,Path3,8
Cell3673_2,Path4,9
Cell3674_2,Path5,10
Cell3675_2,Path5,10
Cell3676_2,Path2,7
Cell3677_2,Path1,6
Cell3678_2,Path5,10
Cell3679_2,Path5,10
Cell3680_2,Path1,6
Cell3681_2,Path1,6
Cell3682_2,Path2,7
Cell3683_2,Path5,10
Cell3684_2,Path1,6
Cell3685_2,Path2,7
Cell3686_2,Path1,6
Cell3687_2,Path2,7
Cell3688_2,Path3,8
Cell3689_2,Path5,10
Cell3690_2,Path3,8
Cell3691_2,Path3,8
Cell3692_2,Path4,9
Cell3693_2,Path2,7
Cell3694_2,Path5,10
Cell3695_2,Path4,9
Cell3696_2,Path4,9
Cell3697_2,Path4,9
Cell3698_2,Path2,7
Cell3699_2,Path2,7
Cell3700_2,Path4,9
Cell3701_2,Path5,10
Cell3702_2,Path3,8
Cell3703_2,Path4,9
Cell3704_2,Path4,9
Cell3705_2,Path4,9
Cell3706_2,Path4,9
Cell3707_2,Path1,6
Cell3708_2,Path4,9
Cell3709_2,Path3,8
Cell3710_2,Path1,6
Cell3711_2,Path5,10
Cell3712_2,Path1,6
Cell3713_2,Path5,10
Cell3714_2,Path4,9
Cell3715_2,Path1,6
Cell3716_2,Path5,10
Cell3717_2,Path1,6
Cell3718_2,Path1,6
Cell3719_2,Path2,7
Cell3720_2,Path3,8
Cell3721_2,Path5,10
Cell3722_2,Path5,10
Cell3723_2,Path4,9
Cell3724_2,Path1,6
Cell3725_2,Path2,7
Cell3726_2,Path2,7
Cell3727_2,Path2,7
Cell3728_2,Path5,10
Cell3729_2,Path3,8
Cell3730_2,Path1,6
Cell3731_2,Path2,7
Cell3732_2,Path2,7
Cell3733_2,Path3,8
Cell3734_2,Path4,9
Cell3735_2,Path3,8
Cell3736_2,Path5,10
Cell3737_2,Path1,6
Cell3738_2,Path4,9
Cell3739_2,Path2,7
Cell3740_2,Path1,6
Cell3741_2,Path5,10
Cell3742_2,Path5,10
Cell3743_2,Path4,9
Cell3744_2,Path5,10
Cell3745_2,Path2,7
Cell3746_2,Path1,6
Cell3747_2,Path5,10
Cell3748_2,Path3,8
Cell3749_2,Path3,8
Cell3750_2,Path3,8
Cell3751_2,Path1,6
Cell3752_2,Path3,8
Cell3753_2,Path5,10
Cell3754_2,Path1,6
Cell3755_2,Path3,8
Cell3756_2,Path5,10
Cell3757_2,Path4,9
Cell3758_2,Path3,8
Cell3759_2,Path1,6
Cell3760_2,Path2,7
Cell3761_2,Path1,6
Cell3762_2,Path2,7
Cell3763_2,Path2,7
Cell3764_2,Path2,7
Cell3765_2,Path4,9
Cell3766_2,Path4,9
Cell3767_2,Path5,10
Cell3768_2,Path1,6
Cell3769_2,Path3,8
Cell3770_2,Path3,8
Cell3771_2,Path5,10
Cell3772_2,Path1,6
Cell3773_2,Path3,8
Cell3774_2,Path3,8
Cell3775_2,Path4,9
Cell3776_2,Path1,6
Cell3777_2,Path3,8
Cell3778_2,Path4,9
Cell3779_2,Path5,10
Cell3780_2,Path1,6
Cell3781_2,Path3,8
Cell3782_2,Path2,7
Cell3783_2,Path3,8
Cell3784_2,Path3,8
Cell3785_2,Path3,8
Cell3786_2,Path3,8
Cell3787_2,Path2,7
Cell3788_2,Path1,6
Cell3789_2,Path1,6
Cell3790_2,Path2,7
Cell3791_2,Path2,7
Cell3792_2,Path1,6
Cell3793_2,Path3,8
Cell3794_2,Path4,9
Cell3795_2,Path2,7
Cell3796_2,Path5,10
Cell3797_2,Path5,10
Cell3798_2,Path2,7
Cell3799_2,Path5,10
Cell3800_2,Path5,10
Cell3801_2,Path2,7
Cell3802_2,Path1,6
Cell3803_2,Path2,7
Cell3804_2,Path4,9
Cell3805_2,Path3,8
Cell3806_2,Path4,9
Cell3807_2,Path2,7
Cell3808_2,Path4,9
Cell3809_2,Path2,7
Cell3810_2,Path2,7
Cell3811_2,Path2,7
Cell3812_2,Path3,8
Cell3813_2,Path1,6
Cell3814_2,Path5,10
Cell3815_2,Path5,10
Cell3816_2,Path2,7
Cell3817_2,Path3,8
Cell3818_2,Path3,8
Cell3819_2,Path2,7
Cell3820_2,Path1,6
Cell3821_2,Path3,8
Cell3822_2,Path1,6
Cell3823_2,Path4,9
Cell3824_2,Path5,10
Cell3825_2,Path2,7
Cell3826_2,Path2,7
Cell3827_2,Path2,7
Cell3828_2,Path5,10
Cell3829_2,Path5,10
Cell3830_2,Path2,7
Cell3831_2,Path2,7
Cell3832_2,Path3,8
Cell3833_2,Path1,6
Cell3834_2,Path4,9
Cell3835_2,Path1,6
Cell3836_2,Path5,10
Cell3837_2,Path1,6
Cell3838_2,Path5,10
Cell3839_2,Path5,10
Cell3840_2,Path2,7
Cell3841_2,Path1,6
Cell3842_2,Path1,6
Cell3843_2,Path4,9
Cell3844_2,Path4,9
Cell3845_2,Path5,10
Cell3846_2,Path5,10
Cell3847_2,Path5,10
Cell3848_2,Path2,7
Cell3849_2,Path1,6
Cell3850_2,Path2,7
Cell3851_2,Path3,8
Cell3852_2,Path4,9
Cell3853_2,Path3,8
Cell3854_2,Path3,8
Cell3855_2,Path4,9
Cell3856_2,Path3,8
Cell3857_2,Path1,6
Cell3858_2,Path2,7
Cell3859_2,Path5,10
Cell3860_2,Path2,7
Cell3861_2,Path4,9
Cell3862_2,Path4,9
Cell3863_2,Path2,7
Cell3864_2,Path2,7
Cell3865_2,Path2,7
Cell3866_2,Path5,10
Cell3867_2,Path2,7
Cell3868_2,Path5,10
Cell3869_2,Path5,10
Cell3870_2,Path3,8
Cell3871_2,Path5,10
Cell3872_2,Path4,9
Cell3873_2,Path4,9
Cell3874_2,Path4,9
Cell3875_2,Path5,10
Cell3876_2,Path4,9
Cell3877_2,Path2,7
Cell3878_2,Path4,9
Cell3879_2,Path3,8
Cell3880_2,Path5,10
Cell3881_2,Path1,6
Cell3882_2,Path5,10
Cell3883_2,Path4,9
Cell3884_2,Path4,9
Cell3885_2,Path5,10
Cell3886_2,Path3,8
Cell3887_2,Path3,8
Cell3888_2,Path3,8
Cell3889_2,Path5,10
Cell3890_2,Path1,6
Cell3891_2,Path2,7
Cell3892_2,Path3,8
Cell3893_2,Path4,9
Cell3894_2,Path3,8
Cell3895_2,Path2,7
Cell3896_2,Path2,7
Cell3897_2,Path1,6
Cell3898_2,Path1,6
Cell3899_2,Path3,8
Cell3900_2,Path1,6
Cell3901_2,Path5,10
Cell3902_2,Path4,9
Cell3903_2,Path5,10
Cell3904_2,Path3,8
Cell3905_2,Path3,8
Cell3906_2,Path1,6
Cell3907_2,Path1,6
Cell3908_2,Path3,8
Cell3909_2,Path5,10
Cell3910_2,Path5,10
Cell3911_2,Path3,8
Cell3912_2,Path1,6
Cell3913_2,Path5,10
Cell3914_2,Path2,7
Cell3915_2,Path5,10
Cell3916_2,Path5,10
Cell3917_2,Path2,7
Cell3918_2,Path2,7
Cell3919_2,Path1,6
Cell3920_2,Path3,8
Cell3921_2,Path4,9
Cell3922_2,Path3,8
Cell3923_2,Path4,9
Cell3924_2,Path1,6
Cell3925_2,Path2,7
Cell3926_2,Path4,9
Cell3927_2,Path4,9
Cell3928_2,Path1,6
Cell3929_2,Path1,6
Cell3930_2,Path5,10
Cell3931_2,Path2,7
Cell3932_2,Path2,7
Cell3933_2,Path4,9
Cell3934_2,Path1,6
Cell3935_2,Path1,6
Cell3936_2,Path5,10
Cell3937_2,Path5,10
Cell3938_2,Path3,8
Cell3939_2,Path5,10
Cell3940_2,Path1,6
Cell3941_2,Path4,9
Cell3942_2,Path5,10
Cell3943_2,Path4,9
Cell3944_2,Path2,7
Cell3945_2,Path5,10
Cell3946_2,Path5,10
Cell3947_2,Path2,7
Cell3948_2,Path4,9
Cell3949_2,Path3,8
Cell3950_2,Path2,7
Cell3951_2,Path4,9
Cell3952_2,Path1,6
Cell3953_2,Path3,8
Cell3954_2,Path4,9
Cell3955_2,Path1,6
Cell3956_2,Path3,8
Cell3957_2,Path5,10
Cell3958_2,Path3,8
Cell3959_2,Path4,9
Cell3960_2,Path3,8
Cell3961_2,Path1,6
Cell3962_2,Path5,10
Cell3963_2,Path3,8
Cell3964_2,Path4,9
Cell3965_2,Path3,8
Cell3966_2,Path1,6
Cell3967_2,Path3,8
Cell3968_2,Path2,7
Cell3969_2,Path4,9
Cell3970_2,Path2,7
Cell3971_2,Path1,6
Cell3972_2,Path3,8
Cell3973_2,Path1,6
Cell3974_2,Path1,6
Cell3975_2,Path5,10
Cell3976_2,Path3,8
Cell3977_2,Path3,8
Cell3978_2,Path1,6
Cell3979_2,Path3,8
Cell3980_2,Path3,8
Cell3981_2,Path4,9
Cell3982_2,Path3,8
Cell3983_2,Path4,9
Cell3984_2,Path4,9
Cell3985_2,Path1,6
Cell3986_2,Path5,10
Cell3987_2,Path3,8
Cell3988_2,Path2,7
Cell3989_2,Path5,10
Cell3990_2,Path5,10
Cell3991_2,Path1,6
Cell3992_2,Path5,10
Cell3993_2,Path2,7
Cell3994_2,Path4,9
Cell3995_2,Path1,6
Cell3996_2,Path3,8
Cell3997_2,Path2,7
Cell3998_2,Path4,9
Cell3999_2,Path2,7
Cell4000_2,Path2,7
Cell4001_2,Path4,9
Cell4002_2,Path4,9
Cell4003_2,Path5,10
Cell4004_2,Path3,8
Cell4005_2,Path3,8
Cell4006_2,Path3,8
Cell4007_2,Path3,8
Cell4008_2,Path4,9
Cell4009_2,Path2,7
Cell4010_2,Path1,6
Cell4011_2,Path2,7
Cell4012_2,Path5,10
Cell4013_2,Path5,10
Cell4014_2,Path4,9
Cell4015_2,Path3,8
Cell4016_2,Path5,10
Cell4017_2,Path1,6
Cell4018_2,Path5,10
Cell4019_2,Path4,9
Cell4020_2,Path3,8
Cell4021_2,Path5,10
Cell4022_2,Path3,8
Cell4023_2,Path1,6
Cell4024_2,Path2,7
Cell4025_2,Path3,8
Cell4026_2,Path1,6
Cell4027_2,Path2,7
Cell4028_2,Path2,7
Cell4029_2,Path3,8
Cell4030_2,Path1,6
Cell4031_2,Path5,10
Cell4032_2,Path4,9
Cell4033_2,Path5,10
Cell4034_2,Path5,10
Cell4035_2,Path3,8
Cell4036_2,Path2,7
Cell4037_2,Path4,9
Cell4038_2,Path5,10
Cell4039_2,Path2,7
Cell4040_2,Path3,8
Cell4041_2,Path1,6
Cell4042_2,Path4,9
Cell4043_2,Path5,10
Cell4044_2,Path5,10
Cell4045_2,Path4,9
Cell4046_2,Path3,8
Cell4047_2,Path1,6
Cell4048_2,Path4,9
Cell4049_2,Path5,10
Cell4050_2,Path3,8
Cell4051_2,Path5,10
Cell4052_2,Path3,8
Cell4053_2,Path2,7
Cell4054_2,Path4,9
Cell4055_2,Path4,9
Cell4056_2,Path1,6
Cell4057_2,Path4,9
Cell4058_2,Path1,6
Cell4059_2,Path2,7
Cell4060_2,Path5,10
Cell4061_2,Path5,10
Cell4062_2,Path1,6
Cell4063_2,Path2,7
Cell4064_2,Path3,8
Cell4065_2,Path2,7
Cell4066_2,Path5,10
Cell4067_2,Path1,6
Cell4068_2,Path4,9
Cell4069_2,Path1,6
Cell4070_2,Path4,9
Cell4071_2,Path1,6
Cell4072_2,Path3,8
Cell4073_2,Path1,6
Cell4074_2,Path4,9
Cell4075_2,Path5,10
Cell4076_2,Path3,8
Cell4077_2,Path4,9
Cell4078_2,Path2,7
Cell4079_2,Path2,7
Cell4080_2,Path3,8
Cell4081_2,Path3,8
Cell4082_2,Path1,6
Cell4083_2,Path5,10
Cell4084_2,Path2,7
Cell4085_2,Path1,6
Cell4086_2,Path5,10
Cell4087_2,Path4,9
Cell4088_2,Path2,7
Cell4089_2,Path1,6
Cell4090_2,Path4,9
Cell4091_2,Path2,7
Cell4092_2,Path4,9
Cell4093_2,Path1,6
Cell4094_2,Path4,9
Cell4095_2,Path1,6
Cell4096_2,Path4,9
Cell4097_2,Path1,6
Cell4098_2,Path5,10
Cell4099_2,Path3,8
Cell4100_2,Path2,7
Cell4101_2,Path5,10
Cell4102_2,Path4,9
Cell4103_2,Path4,9
Cell4104_2,Path5,10
Cell4105_2,Path1,6
Cell4106_2,Path5,10
Cell4107_2,Path1,6
Cell4108_2,Path4,9
Cell4109_2,Path5,10
Cell4110_2,Path4,9
Cell4111_2,Path5,10
Cell4112_2,Path3,8
Cell4113_2,Path3,8
Cell4114_2,Path5,10
Cell4115_2,Path5,10
Cell4116_2,Path5,10
Cell4117_2,Path1,6
Cell4118_2,Path3,8
Cell4119_2,Path2,7
Cell4120_2,Path1,6
Cell4121_2,Path3,8
Cell4122_2,Path1,6
Cell4123_2,Path3,8
Cell4124_2,Path3,8
Cell4125_2,Path1,6
Cell4126_2,Path5,10
Cell4127_2,Path5,10
Cell4128_2,Path5,10
Cell4129_2,Path3,8
Cell4130_2,Path5,10
Cell4131_2,Path2,7
Cell4132_2,Path5,10
Cell4133_2,Path4,9
Cell4134_2,Path5,10
Cell4135_2,Path1,6
Cell4136_2,Path4,9
Cell4137_2,Path4,9
Cell4138_2,Path1,6
Cell4139_2,Path1,6
Cell4140_2,Path5,10
Cell4141_2,Path3,8
Cell4142_2,Path3,8
Cell4143_2,Path2,7
Cell4144_2,Path1,6
Cell4145_2,Path5,10
Cell4146_2,Path5,10
Cell4147_2,Path2,7
Cell4148_2,Path3,8
Cell4149_2,Path2,7
Cell4150_2,Path1,6
Cell4151_2,Path5,10
Cell4152_2,Path1,6
Cell4153_2,Path2,7
Cell4154_2,Path2,7
Cell4155_2,Path1,6
Cell4156_2,Path1,6
Cell4157_2,Path2,7
Cell4158_2,Path1,6
Cell4159_2,Path4,9
Cell4160_2,Path1,6
Cell4161_2,Path2,7
Cell4162_2,Path1,6
Cell4163_2,Path2,7
Cell4164_2,Path5,10
Cell4165_2,Path1,6
Cell4166_2,Path5,10
Cell4167_2,Path2,7
Cell4168_2,Path5,10
Cell4169_2,Path1,6
Cell4170_2,Path2,7
Cell4171_2,Path5,10
Cell4172_2,Path3,8
Cell4173_2,Path4,9
Cell4174_2,Path3,8
Cell4175_2,Path2,7
Cell4176_2,Path3,8
Cell4177_2,Path5,10
Cell4178_2,Path2,7
Cell4179_2,Path4,9
Cell4180_2,Path3,8
Cell4181_2,Path4,9
Cell4182_2,Path1,6
Cell4183_2,Path4,9
Cell4184_2,Path1,6
Cell4185_2,Path1,6
Cell4186_2,Path5,10
Cell4187_2,Path2,7
Cell4188_2,Path1,6
Cell4189_2,Path5,10
Cell4190_2,Path2,7
Cell4191_2,Path3,8
Cell4192_2,Path2,7
Cell4193_2,Path3,8
Cell4194_2,Path3,8
Cell4195_2,Path1,6
Cell4196_2,Path2,7
Cell4197_2,Path3,8
Cell4198_2,Path5,10
Cell4199_2,Path2,7
Cell4200_2,Path1,6
Cell4201_2,Path1,6
Cell4202_2,Path3,8
Cell4203_2,Path3,8
Cell4204_2,Path3,8
Cell4205_2,Path2,7
Cell4206_2,Path1,6
Cell4207_2,Path1,6
Cell4208_2,Path5,10
Cell4209_2,Path5,10
Cell4210_2,Path2,7
Cell4211_2,Path4,9
Cell4212_2,Path2,7
Cell4213_2,Path4,9
Cell4214_2,Path2,7
Cell4215_2,Path3,8
Cell4216_2,Path4,9
Cell4217_2,Path5,10
Cell4218_2,Path3,8
Cell4219_2,Path1,6
Cell4220_2,Path1,6
Cell4221_2,Path5,10
Cell4222_2,Path4,9
Cell4223_2,Path5,10
Cell4224_2,Path5,10
Cell4225_2,Path1,6
Cell4226_2,Path3,8
Cell4227_2,Path4,9
Cell4228_2,Path5,10
Cell4229_2,Path3,8
Cell4230_2,Path2,7
Cell4231_2,Path3,8
Cell4232_2,Path4,9
Cell4233_2,Path3,8
Cell4234_2,Path4,9
Cell4235_2,Path5,10
Cell4236_2,Path4,9
Cell4237_2,Path2,7
Cell4238_2,Path5,10
Cell4239_2,Path3,8
Cell4240_2,Path3,8
Cell4241_2,Path5,10
Cell4242_2,Path5,10
Cell4243_2,Path4,9
Cell4244_2,Path4,9
Cell4245_2,Path3,8
Cell4246_2,Path2,7
Cell4247_2,Path3,8
Cell4248_2,Path1,6
Cell4249_2,Path1,6
Cell4250_2,Path3,8
Cell4251_2,Path3,8
Cell4252_2,Path1,6
Cell4253_2,Path2,7
Cell4254_2,Path4,9
Cell4255_2,Path4,9
Cell4256_2,Path5,10
Cell4257_2,Path5,10
Cell4258_2,Path5,10
Cell4259_2,Path2,7
Cell4260_2,Path1,6
Cell4261_2,Path2,7
Cell4262_2,Path3,8
Cell4263_2,Path3,8
Cell4264_2,Path3,8
Cell4265_2,Path5,10
Cell4266_2,Path1,6
Cell4267_2,Path5,10
Cell4268_2,Path3,8
Cell4269_2,Path1,6
Cell4270_2,Path3,8
Cell4271_2,Path4,9
Cell4272_2,Path5,10
Cell4273_2,Path4,9
Cell4274_2,Path4,9
Cell4275_2,Path1,6
Cell4276_2,Path5,10
Cell4277_2,Path5,10
Cell4278_2,Path3,8
Cell4279_2,Path2,7
Cell4280_2,Path2,7
Cell4281_2,Path4,9
Cell4282_2,Path5,10
Cell4283_2,Path4,9
Cell4284_2,Path5,10
Cell4285_2,Path5,10
Cell4286_2,Path3,8
Cell4287_2,Path2,7
Cell4288_2,Path4,9
Cell4289_2,Path5,10
Cell4290_2,Path5,10
Cell4291_2,Path5,10
Cell4292_2,Path5,10
Cell4293_2,Path3,8
Cell4294_2,Path3,8
Cell4295_2,Path4,9
Cell4296_2,Path4,9
Cell4297_2,Path2,7
Cell4298_2,Path4,9
Cell4299_2,Path2,7
Cell4300_2,Path4,9
Cell4301_2,Path1,6
Cell4302_2,Path5,10
Cell4303_2,Path4,9
Cell4304_2,Path4,9
Cell4305_2,Path4,9
Cell4306_2,Path3,8
Cell4307_2,Path5,10
Cell4308_2,Path4,9
Cell4309_2,Path2,7
Cell4310_2,Path1,6
Cell4311_2,Path2,7
Cell4312_2,Path5,10
Cell4313_2,Path1,6
Cell4314_2,Path1,6
Cell4315_2,Path5,10
Cell4316_2,Path4,9
Cell4317_2,Path5,10
Cell4318_2,Path1,6
Cell4319_2,Path2,7
Cell4320_2,Path4,9
Cell4321_2,Path5,10
Cell4322_2,Path4,9
Cell4323_2,Path1,6
Cell4324_2,Path3,8
Cell4325_2,Path3,8
Cell4326_2,Path2,7
Cell4327_2,Path2,7
Cell4328_2,Path5,10
Cell4329_2,Path1,6
Cell4330_2,Path1,6
Cell4331_2,Path2,7
Cell4332_2,Path2,7
Cell4333_2,Path5,10
Cell4334_2,Path4,9
Cell4335_2,Path5,10
Cell4336_2,Path5,10
Cell4337_2,Path3,8
Cell4338_2,Path1,6
Cell4339_2,Path2,7
Cell4340_2,Path2,7
Cell4341_2,Path3,8
Cell4342_2,Path4,9
Cell4343_2,Path5,10
Cell4344_2,Path1,6
Cell4345_2,Path4,9
Cell4346_2,Path1,6
Cell4347_2,Path5,10
Cell4348_2,Path4,9
Cell4349_2,Path3,8
Cell4350_2,Path2,7
Cell4351_2,Path4,9
Cell4352_2,Path3,8
Cell4353_2,Path1,6
Cell4354_2,Path1,6
Cell4355_2,Path5,10
Cell4356_2,Path3,8
Cell4357_2,Path1,6
Cell4358_2,Path5,10
Cell4359_2,Path2,7
Cell4360_2,Path1,6
Cell4361_2,Path4,9
Cell4362_2,Path2,7
Cell4363_2,Path1,6
Cell4364_2,Path3,8
Cell4365_2,Path5,10
Cell4366_2,Path3,8
Cell4367_2,Path2,7
Cell4368_2,Path4,9
Cell4369_2,Path2,7
Cell4370_2,Path2,7
Cell4371_2,Path1,6
Cell4372_2,Path2,7
Cell4373_2,Path1,6
Cell4374_2,Path1,6
Cell4375_2,Path3,8
Cell4376_2,Path1,6
Cell4377_2,Path3,8
Cell4378_2,Path3,8
Cell4379_2,Path1,6
Cell4380_2,Path2,7
Cell4381_2,Path4,9
Cell4382_2,Path1,6
Cell4383_2,Path2,7
Cell4384_2,Path5,10
Cell4385_2,Path2,7
Cell4386_2,Path3,8
Cell4387_2,Path1,6
Cell4388_2,Path3,8
Cell4389_2,Path1,6
Cell4390_2,Path5,10
Cell4391_2,Path1,6
Cell4392_2,Path1,6
Cell4393_2,Path5,10
Cell4394_2,Path3,8
Cell4395_2,Path5,10
Cell4396_2,Path1,6
Cell4397_2,Path2,7
Cell4398_2,Path3,8
Cell4399_2,Path5,10
Cell4400_2,Path3,8
Cell4401_2,Path1,6
Cell4402_2,Path4,9
Cell4403_2,Path1,6
Cell4404_2,Path5,10
Cell4405_2,Path5,10
Cell4406_2,Path3,8
Cell4407_2,Path5,10
Cell4408_2,Path5,10
Cell4409_2,Path5,10
Cell4410_2,Path4,9
Cell4411_2,Path5,10
Cell4412_2,Path2,7
Cell4413_2,Path3,8
Cell4414_2,Path5,10
Cell4415_2,Path4,9
Cell4416_2,Path4,9
Cell4417_2,Path1,6
Cell4418_2,Path3,8
Cell4419_2,Path2,7
Cell4420_2,Path4,9
Cell4421_2,Path5,10
Cell4422_2,Path5,10
Cell4423_2,Path1,6
Cell4424_2,Path3,8
Cell4425_2,Path5,10
Cell4426_2,Path3,8
Cell4427_2,Path5,10
Cell4428_2,Path2,7
Cell4429_2,Path4,9
Cell4430_2,Path5,10
Cell4431_2,Path4,9
Cell4432_2,Path4,9
Cell4433_2,Path5,10
Cell4434_2,Path5,10
Cell4435_2,Path1,6
Cell4436_2,Path1,6
Cell4437_2,Path4,9
Cell4438_2,Path2,7
Cell4439_2,Path5,10
Cell4440_2,Path4,9
